Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,distan_parkKM,dist_schoolKM,NPisos,Estado,id,Realtor
55000000,1524,67073,ElMonte,Galvarino,4,2,,70,1,"3,3","0,7",1,0,9455286,Legales y Propiedades SpA
80000000,2217,97561,Talagante,AvenidaEsmeralda,4,1,68,128,1,"2,3","0,5",3,0,9455334,Legales y Propiedades SpA
75000000,2079,91463,LaPintana,PoetaRamóndelValle,3,2,90,80,1,"2,4","0,5",2,0,9630711,Legales y Propiedades SpA
67000000,1857,81707,PuenteAlto,PasajeRioManzano,4,2,,,1,"2,7","0,5",1,0,9868707,Legales y Propiedades SpA
160000000,4435,195122,PuenteAlto,Colombia,5,2,165,315,1,"1,1","0,2",3,1,9881681,Legales y Propiedades SpA
65000000,1802,79268,PuenteAlto,Carelmapu,4,2,44,72,1,"2,8","0,6",2,0,14199700,Legales y Propiedades SpA
110000000,3049,134146,PuenteAlto,Lugosur,3,2,,96,1,"1,6","0,3",1,0,14079864,Legales y Propiedades SpA
50000000,1386,60976,LaPintana,AníbalHuneeus,5,1,58,66,1,"3,6","0,7",2,1,14076605,Legales y Propiedades SpA
70000000,1940,85366,PuenteAlto,TeresaDeCalcuta,4,1,,77,1,"2,6","0,5",3,0,14075791,Legales y Propiedades SpA
75000000,2079,91463,PuenteAlto,CaletaPortales,3,2,,88,1,"2,4","0,5",1,1,13592022,Legales y Propiedades SpA
160000000,4435,195122,Buin,CaminoPadreHurtado,3,2,91,268,2,"1,1","0,2",2,0,11915330,Legales y Propiedades SpA
284049967,7873,346402,PuenteAlto,LaParroquia,2,1,83,1000,4,"0,6","0,1",3,1,10930652,Legales y Propiedades SpA
60000000,1663,73171,LaPintana,Lamarina,3,1,38,101,1,"3,0","0,6",1,1,15491930,Legales y Propiedades SpA
87000000,2411,106098,PuenteAlto,EstaciónPurranque,4,1,83,89,1,"2,1","0,4",2,0,16319346,Legales y Propiedades SpA
43000000,1192,52439,PuenteAlto,Bogotá,3,1,46,57,,"4,2","0,8",3,1,16036591,Legales y Propiedades SpA
50000000,1386,60976,PuenteAlto,Ancud,3,1,,,1,"3,6","0,7",2,0,17079963,Legales y Propiedades SpA
90000000,2495,109756,PuenteAlto,C.MarcelaPaz/LasNieves,2,1,,96,1,"2,0","0,4",1,1,18557723,Legales y Propiedades SpA
165000000,4573,201220,PuenteAlto,PasajeMulchén0888,3,1,110,338,4,"1,1","0,2",3,0,10709393,
458203300,12700,558785,Colina,PiedraRoja,4,4,160,550,3,"0,4","0,1",2,0,10730768,Kinast Propiedades
180000000,4989,219512,Quilicura,Avdasantaluisa/colegiopalmarés,3,3,87,142,2,"1,0","0,2",1,0,14197953,GRUPO INOVO PRO
65000000,1802,79268,Lampa,Manuelmont/anotniovaras/medialunadelampa,3,2,54,294,2,"2,8","0,6",2,1,15173420,GRUPO INOVO PRO
129884400,3600,158396,Maipú,GabrielGonzálezVidela,5,3,138,160,2,"1,4","0,3",1,1,12646594,Metro cúbico propiedades
487066500,13500,593984,LasCondes,Metrohernandodemagallanes/victorsotta,3,3,135,190,2,"0,4","0,1",3,1,15174191,GRUPO INOVO PRO
162355500,4500,197995,Maipú,SectorElBosquedeMaipu,3,3,84,116,,"1,1","0,2",2,1,13303842,Unne
324711000,9000,395989,Ñuñoa,Avdasimonbolivar/bremen/hamburgo,4,2,115,172,3,"0,6","0,1",1,1,15175469,GRUPO INOVO PRO
1400000000,38804,1707317,Santiago,Sectordelastarria,10,12,657,657,,"0,1","0,0",3,1,20062835,
1515318000,42000,1847949,PuenteAlto,canalsanmiguel,3,1,60,60,1,"0,1","0,0",2,0,20062759,Mi Llave
125000000,3465,152439,PuenteAlto,CardenalOviedo/SanCarlos,3,2,85,139,,"1,4","0,3",1,0,20062504,Propital
212324915,5885,258933,Maipú,Lautaro/Avenida4Pte,3,3,120,120,,"0,8","0,2",2,1,20062482,Propital
79373800,2200,96797,Peñalolén,LosJazmines/SanLuisdeMacul/Tobalaba,2,1,29,261,2,"2,3","0,5",1,1,20060596,Easyprop
120000000,3326,146341,SanBernardo,metrocuatropinos,4,3,147,90,2,"1,5","0,3",3,0,20058783,Easyprop
360790000,10000,439988,Peñalolén,cercanaConsistorial,5,3,154,240,2,"0,5","0,1",2,1,20058750,Easyprop
120000000,3326,146341,IsladeMaipo,Piscinamunicipal-viñateillery,4,2,140,280,2,"1,5","0,3",3,0,20058719,Easyprop
250749050,6950,305792,IsladeMaipo,ViñadeMartino,3,2,140,1000,,"0,7","0,1",1,1,20058677,Easyprop
180395000,5000,219994,Santiago,Entredomeykoygay,3,1,120,120,,"1,0","0,2",2,1,20058555,Brokers Inmobiliarios
140000000,3880,170732,SanJoaquín,CampusSanJoaquin,4,1,81,180,2,"1,3","0,3",3,1,11417300,Propital
155139700,4300,189195,Pudahuel,Sevendepreciosacasa3d/3b/logia/bd,3,3,114,80,2,"1,2","0,2",2,0,20056912,
119060700,3300,145196,Maipú,Maipu,3,2,100,100,1,"1,5","0,3",1,1,20056804,Brokers Inmobiliarios
136198225,3775,166095,Maipú,Maipú/3dormitorios/2baños/2estacionamientos/120m2terreno/90m2construidos/caminoaMelipilla.,3,2,90,120,2,"1,3","0,3",2,1,20055993,Vip Gestion Inmobiliaria
55000000,1524,67073,PuenteAlto,AccesoSur-BahiaCatalina,2,1,42,68,1,"3,3","0,7",1,1,20055048,Grupo Premium Propiedades Santiago
150088640,4160,183035,Maipú,Avda.Elrosal/ríoibañez,3,3,67,120,1,"1,2","0,2",3,1,20054192,Brokers Inmobiliarios
115452800,3200,140796,LaFlorida,Callejaspecontopacio,3,2,116,131,2,"1,6","0,3",2,1,15312535,Easyprop
150000000,4158,182927,Independencia,LuisGonzálezconGamero,4,3,78,176,,"1,2","0,2",1,1,18205119,Easyprop
144316000,4000,175995,Melipilla,PasajeLasCodornices1198,4,3,128,150,1,"1,3","0,3",3,0,20047063,
125000000,3465,152439,CerroNavia,PlazaDalmacia,4,1,104,160,1,"1,4","0,3",2,0,10473799,
110000000,3049,134146,PuenteAlto,Parina,3,2,43,91,1,"1,6","0,3",1,0,14240127,Legales y Propiedades SpA
48000000,1330,58537,LaPintana,Ellingue,3,1,42,140,3,"3,8","0,8",3,1,15494838,Legales y Propiedades SpA
50000000,1386,60976,PuenteAlto,LaJusticia,2,1,42,108,1,"3,6","0,7",2,0,15499950,Legales y Propiedades SpA
55000000,1524,67073,SanBernardo,Balmaceda,2,1,56,,2,"3,3","0,7",1,0,19192194,
131688350,3650,160596,SanBernardo,Victoria811,3,1,69,150,1,"1,4","0,3",2,1,7599911,
270000000,7484,329268,PuenteAlto,Casacomercial919m2enavenidaprincipaldepuentealto,4,1,81,919,4,"0,7","0,1",3,0,19699791,
176787100,4900,215594,SanBernardo,CaminoPadreHurtado,4,3,,,2,"1,0","0,2",1,0,16204794,
205650300,5700,250793,PuenteAlto,Senderodelálamociudaddelestepuente-alto,3,2,103,209,2,"0,9","0,2",2,1,16237571,Easyprop
378829500,10500,461987,Conchalí,Lanín1660,3,2,,670,1,"0,5","0,1",3,0,20019942,
487066500,13500,593984,Conchalí,Lanín1664,3,1,670,670,1,"0,4","0,1",1,1,20019425,
375221600,10400,457587,Ñuñoa,Preciosacasaenresidencialsectordeñuñoa,4,2,100,300,,"0,5","0,1",2,1,17280204,
190000000,5266,231707,PadreHurtado,AvenidaJoséjoaquínprietoconRodolfoJaramillo,4,3,253,309,5,"0,9","0,2",3,1,19201490,Easyprop
519501521,14399,633538,LaReina,Lamasbaratapormetrocuadrado!!!,6,5,238,416,,"0,3","0,1",2,0,20016507,Calvert Corredores de Propiedades
79500000,2203,96951,Quilicura,398,2,1,70,100,,"2,3","0,5",1,1,20015445,Brokers Inmobiliarios
92001450,2550,112197,Pudahuel,Travesia,5,1,126,103,1,"2,0","0,4",3,0,20013702,Nexxos
667461500,18500,813977,Colina,CondominioLosRíosPiedraRoja,6,5,329,921,6,"0,3","0,1",2,0,20012352,Nexxos
138000000,3825,168293,Cerrillos,Casa4Dormitorios+2Baños.acuadrasautopistaVespucioSur.Cerrillos,4,2,107,190,2,"1,3","0,3",1,1,20011751,Easyprop
310279400,8600,378390,LaFlorida,VentaCasa4D3B3E1BenCondominio.AltoMacul.LaFlorida,4,3,115,300,3,"0,6","0,1",2,0,20011691,Easyprop
396508210,10990,483547,LaFlorida,Casa3D+3BE+B.AltaSeguiridadygeneradorelect.AltoMacul.LaFlorida,3,3,183,325,3,"0,5","0,1",1,1,20011670,Easyprop
190000000,5266,231707,Quilicura,Sevendecómodacasade2pisos,4,2,110,250,3,"0,9","0,2",3,1,20011112,Easyprop
270592500,7500,329991,LaReina,CondominioPaulaJaraquemadaLaReina,3,2,85,118,1,"0,7","0,1",2,0,20008561,Unne
100000000,2772,121951,Pudahuel,PasajeCeti8642estrellasurPudahuel,2,1,64,70,1,"1,8","0,4",1,0,20008133,Easyprop
188000000,5211,229268,Curacaví,CondominioAltoLoAguila,3,2,118,688,4,"1,0","0,2",3,0,20007400,Unne
1042683100,28900,1271565,LaReina,onofreJarpa,5,5,383,2180,13,"0,2","0,0",2,1,20007034,Easyprop
180000000,4989,219512,SanBernardo,Sevendecasa4dormitorios,4,2,220,220,,"1,0","0,2",1,0,20006075,
260000000,7206,317073,EstaciónCentral,Sevendecasa4dormitorios3baños,4,3,139,147,1,"0,7","0,1",2,1,20005995,
91500000,2536,111585,PuenteAlto,CasasViejas,2,1,56,109,,"2,0","0,4",1,0,20005433,Grupo Premium Propiedades Santiago
108958580,3020,132876,LaCisterna,Elparrón,3,1,100,121,,"1,7","0,3",3,0,20005410,Grupo Premium Propiedades Santiago
243533250,6750,296992,LaFlorida,Avlaflorida,3,3,124,198,2,"0,7","0,1",2,0,12355873,Propital
396869000,11000,483987,Ñuñoa,Av.Americovespucio/plazaegaña,7,4,170,303,6,"0,5","0,1",3,1,12504317,Propital
135000000,3742,164634,Maipú,SantaBerta,3,3,90,112,1,"1,3","0,3",1,0,7274700,alejandra escanilla garrido
93444610,2590,113957,SanBernardo,Av.laCaridad15374,7,2,80,,1,"1,9","0,4",2,1,19763592,
93000000,2578,113415,Maipú,Gandhi,2,1,50,140,3,"1,9","0,4",3,1,8441976,alejandra escanilla garrido
130500000,3617,159146,Maipú,SimónBolívar,,2,96,156,3,"1,4","0,3",2,1,12454543,alejandra escanilla garrido
132000000,3659,160976,Maipú,SantaGumercinda,7,3,145,110,1,"1,4","0,3",1,0,9142886,alejandra escanilla garrido
125000000,3465,152439,Maipú,DoloresBernal,2,1,54,128,2,"1,4","0,3",2,1,17819585,alejandra escanilla garrido
85000000,2356,103659,Melipilla,villainca,3,2,45,104,3,"2,1","0,4",1,0,19999667,
80000000,2217,97561,SanBernardo,SanBernardo,3,1,,,1,"2,3","0,5",3,0,19987752,
66000000,1829,80488,LaFlorida,AvenidaDepartamental&AvenidaLaFlorida,2,1,,,,"2,7","0,5",2,1,19997470,
613343000,17000,747979,Colina,Barriolasflores,5,4,240,570,2,"0,3","0,1",1,1,19996204,
153335750,4250,186995,Cerrillos,Casaencondominioconpiscina,3,2,92,170,2,"1,2","0,2",3,0,19002827,Unne
80000000,2217,97561,Lampa,Robleblanco,3,1,110,141,2,"2,3","0,5",2,0,19989492,
496086250,13750,604983,LasCondes,DomingoBondi,5,3,165,460,3,"0,4","0,1",1,0,18638006,Lorraine Landon Propiedades
60000000,1663,73171,SanBernardo,SanBernardo,3,1,,,,"3,0","0,6",3,0,19987778,
300000000,8315,365854,LaFlorida,SantaRaquel,3,1,,,,"0,6","0,1",2,0,19986369,
200000000,5543,243902,SanRamón,Sanramón,2,1,,,,"0,9","0,2",1,1,19986529,
220000000,6098,268293,Recoleta,Dardignac-barriobellavista,4,1,125,279,,"0,8","0,2",2,1,19985643,
92000000,2550,112195,Maipú,Maipu-villalosheroes,3,1,63,128,,"2,0","0,4",3,1,19985561,
130000000,3603,158537,Recoleta,Barriobellavista-dardignac,4,1,100,117,,"1,4","0,3",1,1,19985559,
115000000,3187,140244,Santiago,Natanielcoxconcoquimbo,3,2,67,74,,"1,6","0,3",2,0,19985484,
479850700,13300,585184,Huechuraba,Lomasdelcarmen-huechuraba,3,3,136,418,,"0,4","0,1",3,0,19985440,
85000000,2356,103659,PuenteAlto,Casaconlocalcomercialenvillaandesdelsur,2,2,78,87,,"2,1","0,4",1,1,19985354,
85000000,2356,103659,PuenteAlto,Casaconlocalcomercial.Nonatocoo/licanray,2,2,78,87,,"2,1","0,4",2,1,19985332,
78000000,2162,95122,PuenteAlto,Casaenventavillaandesdelsur,2,1,75,87,,"2,3","0,5",3,1,19985310,
138000000,3825,168293,PuenteAlto,Avdadomingotocornal/diagonalnorte.Pte.Alto,4,2,91,181,,"1,3","0,3",2,1,19985288,
242000000,6708,295122,PuenteAlto,Haciendaelpeñon/lasvizcachas,4,3,149,342,2,"0,7","0,1",1,1,19985266,
133000000,3686,162195,PuenteAlto,Sevendecasadiagonalnorte/domingotocornal,3,1,95,181,,"1,4","0,3",3,1,19985244,
350000000,9701,426829,SanMiguel,Enriquematte/ramónbarrosluco.Elllano.Sanmiguel,4,2,133,373,,"0,5","0,1",2,0,19985222,
147382715,4085,179735,PuenteAlto,Ríogrey,3,2,94,94,2,"1,2","0,2",1,1,19984492,Corredores Asociados
1100409500,30500,1341963,Colina,ClubdegolfLasBrisasdeChicureo,6,5,542,3000,14,"0,2","0,0",2,1,19984363,Easyprop
306671500,8500,373990,Colina,ElumbraldeChicureo,4,3,130,300,2,"0,6","0,1",1,0,19984337,Easyprop
300000000,8315,365854,Recoleta,Azufre454,3,1,64,390,8,"0,6","0,1",3,0,9880524,Fe Propiedades Spa
232709550,6450,283792,Recoleta,Cementerios,4,2,90,476,4,"0,8","0,2",2,1,19982258,Mi Llave
73059975,2025,89098,Colina,PresidenteSalvadorAllendeconReinaNorte,3,1,67,110,2,"2,5","0,5",1,1,19982014,Unne
200960030,5570,245073,LaFlorida,CasaJoseManuelGandarillas-LaFlorida,3,2,81,496,3,"0,9","0,2",3,0,19980902,Easyprop
577264000,16000,703980,LasCondes,CasaCalleLaPiedad-ComunaLasCondes,5,4,166,416,3,"0,3","0,1",2,0,19980848,Easyprop
938054000,26000,1143968,Colina,CesiónPromesaCompra-ViñaChicureo-PrecioConversable,4,3,366,5396,2,"0,2","0,0",1,1,19980763,Easyprop
252553000,7000,307991,Peñalolén,CasaCalleLasGolondrinas-Peñalolen-5d3b,5,3,110,180,2,"0,7","0,1",2,0,19980737,Easyprop
335534700,9300,409189,Colina,CasaCondominioLaTrilla-AvCasaPiedra-Chicureo,5,4,137,511,3,"0,5","0,1",1,1,19980697,Easyprop
414908500,11500,505986,Colina,SP.Mediterráneaencondominio,5,4,149,404,,"0,4","0,1",3,0,19978111,Nieto & Stone Propiedades
81177750,2250,98997,Quilicura,Lospinares,2,1,48,60,,"2,2","0,4",2,0,19978023,Nexxos
90197500,2500,109997,PedroAguirreCerda,AvloOvalleconAutopistaCentral,5,3,140,200,2,"2,0","0,4",3,0,19976771,Corredores Asociados
140708100,3900,171595,LaFlorida,MetroRojasMagallanes,3,1,100,250,2,"1,3","0,3",1,1,19976732,Corredores Asociados
189000000,5239,230488,Maipú,Lafarfana,4,3,161,128,3,"1,0","0,2",2,0,19974985,Nexxos
87202943,2417,106345,Talagante,Esmeralda,2,2,61,101,1,"2,1","0,4",3,0,19974969,Nexxos
240000000,6652,292683,SanMiguel,MiguelLeónPrado,9,5,500,330,2,"0,8","0,2",2,0,19973070,Todo Propiedades
450000000,12473,548780,Peñalolén,ManuelCarvallo,4,2,360,714,4,"0,4","0,1",1,1,19973017,Todo Propiedades
175000000,4850,213415,Maipú,Elcid,3,3,140,220,3,"1,0","0,2",2,0,19972997,Todo Propiedades
135000000,3742,164634,LaFlorida,Tineoconsantaamalia,4,2,100,160,2,"1,3","0,3",1,1,19971511,Corredores Asociados
541185000,15000,659982,LasCondes,CristinaBarros732,5,4,190,190,2,"0,3","0,1",3,0,19970398,
461811200,12800,563184,Peñalolén,AvdaLasPerdicesentreQuilinyLosPresidentes,3,4,154,438,4,"0,4","0,1",2,1,19969562,Mi Llave
757659000,21000,923974,Providencia,Miguelclaro1500,5,4,580,580,,"0,2","0,0",1,1,8569260,Easyprop
472634900,13100,576384,Colina,ColegioSanAnselmo/Pedregales/PiedraRoja,3,3,140,450,2,"0,4","0,1",3,0,19968816,Unne
140708100,3900,171595,Quilicura,CerroMediterraneo,2,2,72,192,5,"1,3","0,3",2,1,19968297,Nexxos
288632000,8000,351990,Maipú,213topocalma,4,2,100,147,2,"0,6","0,1",1,0,19965613,Todo Propiedades
331926800,9200,404789,Peñalolén,Ventacasaencondominioaltosdelparque,4,3,1,134,,"0,5","0,1",3,0,19964526,
378829500,10500,461987,Ñuñoa,Casaventasectorresidencialñuñoa,4,2,122,230,,"0,5","0,1",2,0,19964504,
612982210,16990,747539,Peñalolén,Ventadecasaencondominio|sectorlaspircas,5,5,218,537,,"0,3","0,1",1,1,19964482,
793738000,22000,967973,LoBarnechea,Oportunidad//Mayflower,5,5,330,1225,2,"0,2","0,0",2,0,19963819,Unne
241729300,6700,294792,Maipú,jorgeandresguerra,3,3,120,253,2,"0,7","0,1",3,1,12827255,RUKAM SPA
120000000,3326,146341,Maipú,Excelentecasaenbarrioresidencialexcelenteconectividad,3,2,60,150,1,"1,5","0,3",1,0,17159398,
595303500,16500,725980,LaReina,Parqueaguasderamón,3,3,140,416,2,"0,3","0,1",2,0,19963606,
306671500,8500,373990,Colina,Santaelenachicureo,3,3,120,350,3,"0,6","0,1",3,1,19963584,
349966300,9700,426788,Peñalolén,-condominio-consistorialyantupirén,5,5,172,244,4,"0,5","0,1",1,1,19962757,Nexxos
721219210,19990,879536,Colina,240m2en4800deterreno4D4Bestarmasservicios,4,4,240,4800,3,"0,3","0,1",2,0,19960650,Easyprop
504745210,13990,615543,Colina,4D4B,4,4,264,5017,2,"0,4","0,1",3,0,19960566,Easyprop
667100710,18490,813537,Vitacura,3D2Bestaryservicios140-401deterreno,3,2,140,401,2,"0,3","0,1",2,1,19959874,Easyprop
133492300,3700,162795,SanBernardo,Caminonos/morros,3,3,80,150,,"1,4","0,3",1,1,19959617,Mauricio Pino Propiedades
90000000,2495,109756,Pudahuel,SanFrancisco,4,2,85,100,1,"2,0","0,4",3,0,19959153,Corredores Asociados
160000000,4435,195122,Maipú,Elabrazo,3,3,90,180,1,"1,1","0,2",2,0,19959133,Corredores Asociados
148000000,4102,180488,Maipú,VillaLosHéroes,6,2,120,160,1,"1,2","0,2",1,1,19959112,Corredores Asociados
135296250,3750,164995,Maipú,4poniente,3,3,66,118,1,"1,3","0,3",2,0,19959088,Corredores Asociados
198434500,5500,241993,LaFlorida,RojasMagallanes/Araucanía,4,4,119,200,2,"0,9","0,2",1,0,19958803,Schumacher Propiedades
425732200,11800,519186,Peñalolén,CondominioAliwen,3,4,160,400,2,"0,4","0,1",3,0,19958522,Nexxos
492478350,13650,600583,CaleradeTango,Lonquennorte,3,2,334,5000,2,"0,4","0,1",2,1,16572401,Propital
1154167210,31990,1407521,LasCondes,Latadia,6,5,353,788,4,"0,2","0,0",1,1,8511870,Alto Andes
288632000,8000,351990,Ñuñoa,Avda.Ossa/Amapolas,4,3,88,219,,"0,6","0,1",3,1,19957651,Luz Godoy Propiedades
147923900,4100,180395,Lampa,Vallegrande,3,3,75,150,,"1,2","0,2",2,0,19957250,
129000000,3575,157317,PedroAguirreCerda,PedroAguirreCerda,6,3,80,270,2,"1,4","0,3",1,0,19956363,Agente Propiedades
149000000,4130,181707,Maipú,Av.Lasnacionesconnuevasanmartin,3,2,90,144,2,"1,2","0,2",2,1,15351130,RUKAM SPA
110000000,3049,134146,LoPrado,Lasacacias949,4,2,132,232,,"1,6","0,3",1,0,11499806,Propital
504745210,13990,615543,Colina,JumboChamisero,3,3,170,350,3,"0,4","0,1",3,0,13518929,Unne
97052510,2690,118357,Peñaflor,Nuevaflorida,3,1,95,87,1,"1,9","0,4",2,0,11499681,Propital
443771700,12300,541185,Colina,Padresergiocorrea,4,4,150,510,,"0,4","0,1",3,0,19950321,
829095420,22980,1011092,LasCondes,ColinadePeumo,7,5,324,700,3,"0,2","0,0",1,0,19949849,Nexxos
432587210,11990,527545,Colina,colegiosananselmo,4,4,160,470,5,"0,4","0,1",2,0,13411009,Unne
74936083,2077,91385,Lampa,¡¡¡granoportunidad!!!,3,1,72,490,,"2,4","0,5",3,0,19949141,
96980352,2688,118269,Maipú,Seaceptasubsidiods1,3,2,116,122,,"1,9","0,4",2,1,19949105,
234513500,6500,285992,Lampa,Vendocasa6.500uf,3,3,114,200,,"0,8","0,2",1,0,19949048,
105000000,2910,128049,Maipú,JulesRimet3840,3,1,,,1,"1,7","0,3",2,1,19948542,Corredores Asociados
395000000,10948,481707,LasCondes,Cuartocentenario/monroe,3,1,98,225,,"0,5","0,1",1,1,19948506,Nativo Propiedades
270592500,7500,329991,Peñalolén,Avenidaelvalle,3,3,109,252,,"0,7","0,1",3,1,19948346,Leeson Propiedades
240000000,6652,292683,PadreHurtado,lasvioletaspadreHurtado,4,3,179,4107,,"0,8","0,2",2,1,19947944,Grupo Premium Propiedades Santiago
138868071,3849,169351,PuenteAlto,AvenidaElPeñon,4,1,117,106,,"1,3","0,3",1,0,19947886,Grupo Premium Propiedades Santiago
155000000,4296,189024,Santiago,VictorManuelconGral.Gana,4,2,113,164,,"1,2","0,2",3,1,19947872,Grupo Premium Propiedades Santiago
216474000,6000,263993,Macul,Marchigue&pedroprado,2,1,81,240,2,"0,8","0,2",2,0,19947497,Grupo Premium Propiedades Santiago
368150116,10204,448964,Providencia,Vidadebarriounhogarsimpleyfuncionalelescenarioperfectoparamomentosinolvidables,3,3,121,136,1,"0,5","0,1",1,1,19947350,Grupo Premium Propiedades Santiago
67000000,1857,81707,Buin,Pjeadanguzman,4,1,32,99,1,"2,7","0,5",3,1,19946642,FAVREAU GESTIÓN INMOBILIARIA
140000000,3880,170732,Santiago,AraucoconPedroLeonUgalde,2,1,231,181,,"1,3","0,3",2,1,19946627,Corredores Asociados
68000000,1885,82927,PuenteAlto,EjercitoLibertador,2,1,45,45,1,"2,7","0,5",1,0,19946599,Corredores Asociados
130000000,3603,158537,PuenteAlto,GabrielaconVicuñaMackena,3,2,65,102,1,"1,4","0,3",2,0,19946585,Corredores Asociados
220000000,6098,268293,Maipú,Entre4ponienteySilvaCarvallo,4,3,,,2,"0,8","0,2",3,1,15312140,Propital
1443160000,40000,1759951,Providencia,Elvergel,5,5,429,696,3,"0,1","0,0",1,0,13326719,Easyprop
378829500,10500,461987,Pudahuel,Sevendecasaelcoihueciudaddelosvallespudahuel,3,4,180,390,,"0,5","0,1",2,0,19943511,Brokers Inmobiliarios
431144050,11950,525785,Colina,Avda.Chicureo15900,3,4,138,394,3,"0,4","0,1",3,1,13701358,Propital
613343000,17000,747979,Ñuñoa,DubleAlmeydaconJoseDomingoCañas.,3,2,600,600,1,"0,3","0,1",1,1,16828502,Mi Llave
342028920,9480,417108,Buin,Buin0,3,3,128,308,4,"0,5","0,1",2,0,19941480,Nexxos
541185000,15000,659982,Colina,CondominioPortalSantaMaríaI.JumboChamisero,3,3,204,204,2,"0,3","0,1",3,1,19940824,Corredores Asociados
497890200,13800,607183,Colina,condominioAltosdeChamisero,3,3,193,193,4,"0,4","0,1",2,1,19940783,Corredores Asociados
378829500,10500,461987,Colina,Condominiotierraslindas,3,4,232,232,5,"0,5","0,1",1,0,19940753,Corredores Asociados
406935041,11279,496262,Colina,Condmominiolasloicasii,3,3,140,140,,"0,4","0,1",3,0,19940748,Corredores Asociados
420320350,11650,512586,Colina,CondominioLosMaitenes,3,3,140,140,2,"0,4","0,1",2,1,19940720,Corredores Asociados
552008700,15300,673181,Colina,CondominioLaReserva,4,4,200,200,2,"0,3","0,1",1,1,19940670,Corredores Asociados
612982210,16990,747539,Colina,CondominioPolodeManquehueI,4,3,266,266,8,"0,3","0,1",2,0,19940602,Corredores Asociados
606127200,16800,739180,Colina,CondominioLareserva,4,4,197,197,2,"0,3","0,1",1,1,19940588,Corredores Asociados
505106000,14000,615983,Colina,condominiolareserva,4,4,250,250,2,"0,4","0,1",3,1,19940555,Corredores Asociados
79373800,2200,96797,Quilicura,Av.Lastorres,2,1,78,110,,"2,3","0,5",2,1,14515700,
155139700,4300,189195,Lampa,Hermosacasaenventaenvallegrande,3,3,78,155,1,"1,2","0,2",1,0,19937643,
175000000,4850,213415,Maipú,Entreav.Nvasanmartinyav.Sur,5,3,136,153,2,"1,0","0,2",3,1,15673592,Propital
793738000,22000,967973,LoBarnechea,ContralmiranteFernandez/Rucamanqui,4,3,191,426,2,"0,2","0,0",2,0,13954666,Berrios Zegers
236317450,6550,288192,LaFlorida,Altomacul,3,3,116,155,1,"0,8","0,2",1,0,10095387,Alto Andes
220081900,6100,268393,LaFlorida,-condominioalicahueywalkermartínez,3,2,73,130,1,"0,8","0,2",2,0,18096430,Nexxos
59530350,1650,72598,Peñaflor,HernánCortés,2,1,66,81,1,"3,0","0,6",1,0,14690624,Propital
501498100,13900,611583,Colina,ColegioSanAnselmo,5,4,165,380,3,"0,4","0,1",3,1,13787339,Unne
143955210,3990,175555,Maipú,eldescansoparadero8pajaritos,4,2,139,130,2,"1,3","0,3",2,1,13902016,
92000000,2550,112195,Santiago,norte,2,2,45,50,,"2,0","0,4",3,0,14717617,Urbalia
504745210,13990,615543,Colina,JumboChamisero,3,3,170,400,3,"0,4","0,1",1,1,13411060,Unne
467223050,12950,569784,Vitacura,LasHualtatas/Tabancura,4,3,110,160,3,"0,4","0,1",2,1,18595450,Unne
212866100,5900,259593,Quilicura,Vallelocampino,4,3,119,228,,"0,8","0,2",3,1,14515686,
141000000,3908,171951,Maipú,AvenidaSurconcalleOlimpo,4,3,93,162,2,"1,3","0,3",2,0,14999362,Propital
70000000,1940,85366,Colina,pasajeSanAndrés,3,1,70,78,1,"2,6","0,5",1,1,15042144,Urbalia
72000000,1996,87805,SanBernardo,Aguiluchos12241,4,1,87,76,1,"2,5","0,5",2,0,7217696,
155000000,4296,189024,Maipú,AvenidaNuevaSanMartinconAvenidaLasNaciones,3,2,75,190,2,"1,2","0,2",1,0,11499926,Propital
76000000,2106,92683,Quilicura,Freire615,2,1,90,140,1,"2,4","0,5",3,1,19916176,
72000000,1996,87805,Maipú,Losllanos,3,1,50,78,1,"2,5","0,5",2,1,17470771,
148000000,4102,180488,Renca,Vicuñamackenaconcampodemarte,4,3,95,229,,"1,2","0,2",1,0,15869482,Brokers Inmobiliarios
197900000,5485,241341,Maipú,AvenidaPajaritosconAvenidaSur,3,2,83,167,2,"0,9","0,2",3,1,15098005,Propital
1002996200,27800,1223166,LoBarnechea,CerroAlvarado/ContralmiranteFernándezVial,4,4,282,860,4,"0,2","0,0",2,1,13932616,Berrios Zegers
396869000,11000,483987,Colina,ColegioAlianzaFrancesa,3,3,140,450,3,"0,5","0,1",1,1,13411082,Unne
120000000,3326,146341,Maipú,Elfaro58,3,2,,104,2,"1,5","0,3",3,0,15896166,
138000000,3825,168293,SanBernardo,Panamericaca1443,4,2,90,400,2,"1,3","0,3",2,1,19912686,Corredores Asociados
212505310,5890,259153,SanBernardo,CapitanPedroEsteban1330,3,1,490,490,4,"0,8","0,2",1,0,19912672,Corredores Asociados
414908500,11500,505986,Colina,ColegioSanAnselmo,3,3,134,340,2,"0,4","0,1",2,1,13568648,Unne
418155610,11590,509946,Providencia,MetroInesdeSuarez,4,2,120,355,,"0,4","0,1",3,1,19912627,Corredores Asociados
132049140,3660,161036,Macul,AmericoVespucio4115,3,1,85,250,2,"1,4","0,3",1,1,19912593,Corredores Asociados
